1613606400,144
1613520000,122
1613779200,134
1613865600,103
1613952000,79
1614038400,49
1614124800,71
1614211200,78
1614297600,122
1614384000,350
1614470400,2179
1614556800,682
1614643200,434
1614729600,783
1614816000,1425
1614902400,752
1614988800,431
1615075200,373
1615161600,397
1615248000,439
1615334400,255
1615507200,299
1615593600,410
1615680000,7885
1615852800,1962
1615766400,4893
1616025600,911
1616112000,869
1616198400,817
1615420800,257
1613692800,107
1605225600,4
1607731200,1
1615939200,1188
1616284800,696
1616457600,539
1616544000,377
1616716800,377
1616803200,350
1616889600,527
1616976000,807
1617062400,465
1617235200,360
1617148800,288
1617408000,344
1617321600,310
1617494400,426
1617580800,366
1617667200,579
1617753600,474
1617840000,373
1618012800,952
1618099200,2894
1616630400,328
1617926400,420
1618358400,1708
1618531200,19743
1618617600,39007
1618704000,16540
1618790400,26474
1618876800,29573
1618963200,18864
1619049600,11015
1619136000,8333
1619222400,8196
1619308800,6515
1619395200,5863
1619481600,8493
1619654400,7323
1619568000,8783
1619740800,12980
1619827200,9446
1620000000,4822
1619913600,6596
1620086400,6144
1620172800,7178
1620259200,3899
1620345600,14903
1620432000,70327
1620518400,53412
1620604800,45264
1620691200,27896
1620864000,15166
1620950400,13564
1621036800,13825
1621123200,14291
1621209600,12999
1620777600,19703
1621296000,9838
1621382400,6948
1621468800,8586
1621641600,8594
1621728000,6650
1621555200,8341
1621814400,7982
1621987200,6527
1621900800,7787
1622160000,6302
1622073600,6197
1622246400,6903
1622332800,6117
1622505600,6983
1618444800,2922
1622592000,7810
1622678400,8405
1622764800,7267
1622851200,6528
1622937600,6227
1618185600,4478
1623110400,6591
1623196800,5610
1623283200,5203
1623369600,5284
1623456000,7699
1623542400,6172
1623628800,5110
1623715200,11900
1623801600,13276
1623974400,6462
1618272000,3180
1623024000,5347
1624233600,4619
1624406400,4303
1616371200,633
1624579200,6168
1624665600,5897
1624752000,5368
1624838400,6565
1624492800,3926
1622419200,7147
1624320000,4683
1624060800,6739
1624147200,5604
1623888000,8377
1624924800,9295
1625184000,4583
1625097600,4562
1625270400,4700
1625529600,6117
1625443200,3826
1625616000,4205
1625702400,3785
1625875200,3531
1625788800,3534
1625961600,3087
1626048000,2545
1625011200,5586
1626134400,2314
1626220800,2166
1626480000,2279
1626566400,1987
1626307200,2140
1626393600,1954
1626652800,1974
1626739200,2470
1626825600,2375
1626912000,1652
1626998400,1809
1627084800,1894
1627257600,1947
1627171200,2189
1627344000,1639
1627430400,1611
1627776000,2124
1627516800,2271
1627603200,2127
1627689600,2187
1628035200,1401
1628121600,1060
1628208000,1163
1628294400,1797
1628380800,2713
1628553600,1185
1628467200,1325
1628640000,1265
1628726400,1261
1628812800,1231
1628899200,1413
1628985600,1379
1629072000,2125
1629158400,1670
1629331200,1358
1627948800,1331
1629417600,1462
1629504000,1504
1629676800,1103
1629590400,1436
1629849600,754
1629763200,937
1629936000,766
1630022400,651
1630108800,734
1630195200,629
1630281600,512
1630368000,647
1630454400,606
1630540800,576
1630627200,414
1630713600,541
1630800000,497
1630886400,517
1630972800,733
1631059200,927
1631232000,1155
1631145600,1480
1631404800,706
1631318400,842
1631491200,669
1627862400,1559
1631750400,1813
1631836800,1885
1631923200,1084
1629244800,1207
1632009600,897
1632182400,517
1632096000,681
1632268800,598
1632441600,449
1632355200,536
1632614400,450
1632528000,529
1632787200,505
1632700800,550
1632873600,465
1632960000,427
1633046400,370
1633132800,469
1633305600,1996
1633219200,716
1633392000,3609
1633478400,4181
1631577600,852
1631664000,800
1625356800,4287
1633564800,8637
1633737600,2733
1633824000,1883
1633910400,2430
1633996800,2448
1634083200,1853
1634169600,1866
1634342400,1610
1634428800,1745
1634515200,1953
1634601600,2061
1634688000,1945
1634860800,1813
1634774400,1770
1634947200,3291
1635033600,8334
1635206400,4603
1635292800,10679
1635379200,10584
1633651200,3360
1635465600,4796
1635552000,4022
1635638400,3117
1635897600,3185
1635984000,4386
1636070400,3331
1636156800,1958
1636243200,1765
1636329600,1469
1636416000,910
1636502400,1129
1636588800,1113
1636675200,1336
1636761600,1696
1636848000,1552
1636934400,970
1637020800,1028
1637107200,887
1637193600,1219
1637280000,1015
1637366400,819
1637452800,861
1637539200,715
1637625600,813
1637712000,958
1637798400,913
1637884800,689
1637971200,596
1638057600,445
1638144000,566
1638316800,461
1634256000,1669
1635120000,4404
1638489600,537
1638576000,692
1638662400,712
1638748800,564
1638835200,508
1638921600,566
1639008000,534
1639094400,605
1639267200,640
1639180800,606
1639440000,607
1639353600,452
1639526400,424
1639699200,724
1638403200,529
1639785600,855
1635724800,3083
1639872000,807
1639958400,729
1640044800,643
1640131200,713
1640217600,636
1640304000,823
1640390400,584
1640563200,627
1640649600,529
1640822400,580
1640736000,434
1640995200,516
1638230400,1080
1641081600,472
1641168000,429
1641254400,608
1640476800,722
1641427200,477
1641600000,494
1641686400,330
1641772800,231
1641859200,263
1641945600,397
1642032000,285
1639612800,444
1642118400,333
1640908800,527
1641340800,490
1641513600,385
1635811200,2387
1642464000,278
1642636800,377
1642723200,322
1642809600,486
1642896000,448
1642982400,341
1643068800,388
1643155200,387
1643241600,224
1643328000,336
1643414400,376
1642550400,368
1643587200,272
1643673600,334
1643760000,277
1642204800,338
1643932800,312
1644019200,377
1644105600,621
1644192000,817
1644278400,783
1644451200,491
1643846400,265
1644624000,568
1644710400,623
1644796800,453
1644883200,474
1644969600,389
1645056000,434
1644537600,497
1644364800,638
1645142400,305
1645228800,322
1645488000,310
1645574400,321
1645315200,365
1645401600,296
1645660800,430
1645747200,341
1645833600,380
1646006400,273
1646092800,40
1645920000,369
1642291200,321
1642377600,308
1643500800,312
